  0  0  0
  0.01  0  0
  0.02  0  0
  0.03  0  0
  0.04  0  0
  0.05  0  0
  0.06  0  0
  0.07  0  0
  0.08  0  0
  0.09  0  0
  0.1  0  0
  0.11  0  0
  0.12  0  0
  0.13  0  0
  0.14  0  0
  0.15  0  0
  0.16  0  0
  0.17  0  0
  0.18  0  0
  0.19  0  0
  0.2  0  0
  0.21  0  0
  0.22  0  0
  0.23  0  0
  0.24  0  0
  0.25  0  0
  0.26  0  0.0024
  0.27  0  0.0046
  0.28  0  0.0066
  0.29  0  0.0084
  0.3  0  0.01
  0.31  0  0.0114
  0.32  0  0.0126
  0.33  0  0.0136
  0.34  0  0.0144
  0.35  0  0.015
  0.36  0  0.0154
  0.37  0  0.0156
  0.38  0  0.0156
  0.39  0  0.0154
  0.4  0  0.015
  0.41  0  0.0144
  0.42  0  0.0136
  0.43  0  0.0126
  0.44  0  0.0114
  0.45  0  0.01
  0.46  0  0.0084
  0.47  0  0.0066
  0.48  0  0.0046
  0.49  0  0.0024
  0.5  0  0
  0.51  0  0
  0.52  0  0
  0.53  0  0
  0.54  0  0
  0.55  0  0
  0.56  0  0
  0.57  0  0
  0.58  0  0
  0.59  0  0
  0.6  0  0
  0.61  0  0
  0.62  0  0
  0.63  0  0
  0.64  0  0
  0.65  0  0
  0.66  0  0
  0.67  0  0
  0.68  0  0
  0.69  0  0
  0.7  0  0
  0.71  0  0
  0.72  0  0
  0.73  0  0
  0.74  0  0
  0.75  0  0
  0.76  0  0
  0.77  0  0
  0.78  0  0
  0.79  0  0
  0.8  0  0
  0.81  0  0
  0.82  0  0
  0.83  0  0
  0.84  0  0
  0.85  0  0
  0.86  0  0
  0.87  0  0
  0.88  0  0
  0.89  0  0
  0.9  0  0
  0.91  0  0
  0.92  0  0
  0.93  0  0
  0.94  0  0
  0.95  0  0
  0.96  0  0
  0.97  0  0
  0.98  0  0
  0.99  0  0
  1  0  0

  0  0.03  0
  0.01  0.03  0
  0.02  0.03  0
  0.03  0.03  0
  0.04  0.03  0
  0.05  0.03  0
  0.06  0.03  0
  0.07  0.03  0
  0.08  0.03  0
  0.09  0.03  0
  0.1  0.03  0
  0.11  0.03  0
  0.12  0.03  0
  0.13  0.03  0
  0.14  0.03  0
  0.15  0.03  0
  0.16  0.03  0
  0.17  0.03  0
  0.18  0.03  0
  0.19  0.03  0
  0.2  0.03  0
  0.21  0.03  0
  0.22  0.03  0
  0.23  0.03  0
  0.24  0.03  0
  0.25  0.03  0.000675
  0.26  0.03  0.00234375
  0.27  0.03  0.00454375
  0.28  0.03  0.00654375
  0.29  0.03  0.00834375
  0.3  0.03  0.00994375
  0.31  0.03  0.0113437
  0.32  0.03  0.0125437
  0.33  0.03  0.0135438
  0.34  0.03  0.0143438
  0.35  0.03  0.0149438
  0.36  0.03  0.0153437
  0.37  0.03  0.0155438
  0.38  0.03  0.0155438
  0.39  0.03  0.0153437
  0.4  0.03  0.0149437
  0.41  0.03  0.0143437
  0.42  0.03  0.0135438
  0.43  0.03  0.0125437
  0.44  0.03  0.0113437
  0.45  0.03  0.00994375
  0.46  0.03  0.00834375
  0.47  0.03  0.00654375
  0.48  0.03  0.00454375
  0.49  0.03  0.00234375
  0.5  0.03  0.000675
  0.51  0.03  0
  0.52  0.03  0
  0.53  0.03  0
  0.54  0.03  0
  0.55  0.03  0
  0.56  0.03  0
  0.57  0.03  0
  0.58  0.03  0
  0.59  0.03  0
  0.6  0.03  0
  0.61  0.03  0
  0.62  0.03  0
  0.63  0.03  0
  0.64  0.03  0
  0.65  0.03  0
  0.66  0.03  0
  0.67  0.03  0
  0.68  0.03  0
  0.69  0.03  0
  0.7  0.03  0
  0.71  0.03  0
  0.72  0.03  0
  0.73  0.03  0
  0.74  0.03  0
  0.75  0.03  0
  0.76  0.03  0
  0.77  0.03  0
  0.78  0.03  0
  0.79  0.03  0
  0.8  0.03  0
  0.81  0.03  0
  0.82  0.03  0
  0.83  0.03  0
  0.84  0.03  0
  0.85  0.03  0
  0.86  0.03  0
  0.87  0.03  0
  0.88  0.03  0
  0.89  0.03  0
  0.9  0.03  0
  0.91  0.03  0
  0.92  0.03  0
  0.93  0.03  0
  0.94  0.03  0
  0.95  0.03  0
  0.96  0.03  0
  0.97  0.03  0
  0.98  0.03  0
  0.99  0.03  0
  1  0.03  0

  0  0.06  0
  0.01  0.06  0
  0.02  0.06  0
  0.03  0.06  0
  0.04  0.06  0
  0.05  0.06  0
  0.06  0.06  0
  0.07  0.06  0
  0.08  0.06  0
  0.09  0.06  0
  0.1  0.06  0
  0.11  0.06  0
  0.12  0.06  0
  0.13  0.06  0
  0.14  0.06  0
  0.15  0.06  0
  0.16  0.06  0
  0.17  0.06  0
  0.18  0.06  0
  0.19  0.06  0
  0.2  0.06  0
  0.21  0.06  0
  0.22  0.06  0
  0.23  0.06  0
  0.24  0.06  0.000379688
  0.25  0.06  0.00190898
  0.26  0.06  0.00258633
  0.27  0.06  0.004375
  0.28  0.06  0.006375
  0.29  0.06  0.008175
  0.3  0.06  0.009775
  0.31  0.06  0.011175
  0.32  0.06  0.012375
  0.33  0.06  0.013375
  0.34  0.06  0.014175
  0.35  0.06  0.014775
  0.36  0.06  0.015175
  0.37  0.06  0.015375
  0.38  0.06  0.015375
  0.39  0.06  0.015175
  0.4  0.06  0.014775
  0.41  0.06  0.014175
  0.42  0.06  0.013375
  0.43  0.06  0.012375
  0.44  0.06  0.011175
  0.45  0.06  0.009775
  0.46  0.06  0.008175
  0.47  0.06  0.006375
  0.48  0.06  0.004375
  0.49  0.06  0.00258633
  0.5  0.06  0.00190898
  0.51  0.06  0.000379688
  0.52  0.06  0
  0.53  0.06  0
  0.54  0.06  0
  0.55  0.06  0
  0.56  0.06  0
  0.57  0.06  0
  0.58  0.06  0
  0.59  0.06  0
  0.6  0.06  0
  0.61  0.06  0
  0.62  0.06  0
  0.63  0.06  0
  0.64  0.06  0
  0.65  0.06  0
  0.66  0.06  0
  0.67  0.06  0
  0.68  0.06  0
  0.69  0.06  0
  0.7  0.06  0
  0.71  0.06  0
  0.72  0.06  0
  0.73  0.06  0
  0.74  0.06  0
  0.75  0.06  0
  0.76  0.06  0
  0.77  0.06  0
  0.78  0.06  0
  0.79  0.06  0
  0.8  0.06  0
  0.81  0.06  0
  0.82  0.06  0
  0.83  0.06  0
  0.84  0.06  0
  0.85  0.06  0
  0.86  0.06  0
  0.87  0.06  0
  0.88  0.06  0
  0.89  0.06  0
  0.9  0.06  0
  0.91  0.06  0
  0.92  0.06  0
  0.93  0.06  0
  0.94  0.06  0
  0.95  0.06  0
  0.96  0.06  0
  0.97  0.06  0
  0.98  0.06  0
  0.99  0.06  0
  1  0.06  0

  0  0.09  0
  0.01  0.09  0
  0.02  0.09  0
  0.03  0.09  0
  0.04  0.09  0
  0.05  0.09  0
  0.06  0.09  0
  0.07  0.09  0
  0.08  0.09  0
  0.09  0.09  0
  0.1  0.09  0
  0.11  0.09  0
  0.12  0.09  0
  0.13  0.09  0
  0.14  0.09  0
  0.15  0.09  0
  0.16  0.09  0
  0.17  0.09  0
  0.18  0.09  0
  0.19  0.09  0
  0.2  0.09  0
  0.21  0.09  0
  0.22  0.09  0
  0.23  0.09  0.000213574
  0.24  0.09  0.00140603
  0.25  0.09  0.00266375
  0.26  0.09  0.00345403
  0.27  0.09  0.00432512
  0.28  0.09  0.00609375
  0.29  0.09  0.00789375
  0.3  0.09  0.00949375
  0.31  0.09  0.0108937
  0.32  0.09  0.0120938
  0.33  0.09  0.0130938
  0.34  0.09  0.0138937
  0.35  0.09  0.0144938
